epoch,accuracy,loss
0,0.3745952546596527,1.1558878421783447
1,0.3991581201553345,1.0852172374725342
2,0.4080858528614044,1.0785527229309082
3,0.4178462326526642,1.074087142944336
4,0.41599592566490173,1.0761892795562744
5,0.4259413480758667,1.0697064399719238
6,0.42367470264434814,1.0714150667190552
7,0.4267277121543884,1.0676442384719849
8,0.38407808542251587,1.0867630243301392
9,0.41285040974617004,1.0749812126159668
10,0.4140531122684479,1.0723727941513062
11,0.4195577800273895,1.069930911064148
12,0.42399850487709045,1.0688461065292358
13,0.4218243956565857,1.0693711042404175
14,0.4226570427417755,1.0679548978805542
15,0.42751410603523254,1.0661150217056274
16,0.4228420853614807,1.0680395364761353
17,0.4228420853614807,1.0671093463897705
18,0.4263576567173004,1.0664023160934448
19,0.4265426993370056,1.0662366151809692
20,0.42756035923957825,1.0657624006271362
21,0.4295032024383545,1.0651421546936035
22,0.4287168085575104,1.0649619102478027
23,0.4268202483654022,1.0636353492736816
24,0.429734468460083,1.0637634992599487
25,0.4301508069038391,1.0649495124816895
26,0.4297807514667511,1.0645908117294312
27,0.4293181598186493,1.064432144165039
28,0.4300582706928253,1.0641224384307861
29,0.43107596039772034,1.063521146774292
30,0.43227866291999817,1.0627961158752441
31,0.43084466457366943,1.064448595046997
32,0.4330650269985199,1.0619815587997437
33,0.4293181598186493,1.0627521276474
34,0.4326949715614319,1.062117338180542
35,0.434221476316452,1.061329960823059
36,0.43551668524742126,1.0612952709197998
37,0.4332500696182251,1.061161756515503
38,0.4337126612663269,1.060947060585022
39,0.4362568259239197,1.0596615076065063
40,0.4374132752418518,1.0600247383117676
41,0.43116846680641174,1.06128990650177
42,0.4377833306789398,1.059453010559082
43,0.43213987350463867,1.0629042387008667
44,0.4372744858264923,1.0601246356964111
45,0.43574798107147217,1.0591611862182617
46,0.43537792563438416,1.060235619544983
47,0.4399111866950989,1.0587693452835083
48,0.437968373298645,1.058950424194336
49,0.4412526488304138,1.057578206062317
50,0.43810713291168213,1.0586228370666504
51,0.4378295838832855,1.059004783630371
52,0.43907853960990906,1.0577263832092285
53,0.43833842873573303,1.0585006475448608
54,0.4405125379562378,1.0562667846679688
55,0.4378758370876312,1.0572580099105835
56,0.43981868028640747,1.0581992864608765
57,0.43889352679252625,1.0570933818817139
58,0.43551668524742126,1.0585649013519287
59,0.4363493323326111,1.0577125549316406
60,0.437320739030838,1.0579394102096558
61,0.4405125379562378,1.0567805767059326
62,0.43852344155311584,1.0567374229431152
63,0.43579423427581787,1.0586607456207275
64,0.43875473737716675,1.0562516450881958
65,0.4372744858264923,1.0581163167953491
66,0.44287168979644775,1.0558232069015503
67,0.44314923882484436,1.0562814474105835
68,0.4377833306789398,1.0574966669082642
69,0.4411138892173767,1.0553362369537354
70,0.4397723972797394,1.05655038356781
71,0.4378295838832855,1.0584867000579834
72,0.43833842873573303,1.0560870170593262
73,0.4405125379562378,1.056854248046875
74,0.4437043070793152,1.0555098056793213
75,0.44250160455703735,1.0552332401275635
76,0.44245535135269165,1.0561994314193726
77,0.44217780232429504,1.0563626289367676
78,0.44629475474357605,1.054326057434082
79,0.4436118006706238,1.0547462701797485
80,0.4417152404785156,1.055395245552063
81,0.4452770948410034,1.0544493198394775
82,0.44301044940948486,1.0547019243240356
83,0.4411138892173767,1.0555981397628784
84,0.4446757435798645,1.0545928478240967
85,0.4442131519317627,1.0548605918884277
86,0.4410213828086853,1.054844617843628
87,0.44199278950691223,1.0556294918060303
88,0.44250160455703735,1.0545624494552612
89,0.4442594051361084,1.0553275346755981
90,0.4452308118343353,1.0531922578811646
91,0.44661855697631836,1.053137183189392
92,0.44624850153923035,1.053259015083313
93,0.44550836086273193,1.053200602531433
94,0.4438430964946747,1.0542163848876953
95,0.44305670261383057,1.0545927286148071
96,0.44324174523353577,1.053383708000183
97,0.44277915358543396,1.0528420209884644
98,0.447266161441803,1.0523977279663086
99,0.44587844610214233,1.0524234771728516
100,0.44601720571517944,1.0536388158798218
101,0.4451383054256439,1.052297592163086
102,0.4441206455230713,1.0542874336242676
103,0.4488852024078369,1.0522226095199585
104,0.44217780232429504,1.0537278652191162
105,0.44176149368286133,1.0541037321090698
106,0.44620224833488464,1.0526220798492432
107,0.44634100794792175,1.0521345138549805
108,0.44666481018066406,1.0520442724227905
109,0.44657230377197266,1.0524382591247559
