epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.8374751210212708,0.45202571153640747,0.9233098030090332,0.22830969095230103
1,0.94499671459198,0.15927264094352722,0.9549276828765869,0.1368379294872284
2,0.970344603061676,0.08626731485128403,0.9673730134963989,0.10327841341495514
3,0.9817759990692139,0.05579816550016403,0.9744365811347961,0.08210185170173645
4,0.9847581386566162,0.041351694613695145,0.977800190448761,0.07597330212593079
5,0.9908879995346069,0.030683577060699463,0.9771274924278259,0.07938027381896973
6,0.9928760528564453,0.020471256226301193,0.9717457294464111,0.09379131346940994
7,0.9958581924438477,0.01555988471955061,0.9788092970848083,0.07280637323856354
8,0.9980119466781616,0.009212563745677471,0.9801547527313232,0.07516701519489288
9,0.9991716146469116,0.005451545584946871,0.9791456460952759,0.07494622468948364
10,0.9993373155593872,0.0042450642213225365,0.975109338760376,0.1014580950140953
11,0.9955268502235413,0.011291579343378544,0.9714093804359436,0.09940901398658752
12,0.9976806044578552,0.008571421727538109,0.9811637997627258,0.08279740065336227
13,0.9998342990875244,0.0029878101777285337,0.9801547527313232,0.08710961043834686
14,0.9998342990875244,0.0015737938228994608,0.9815001487731934,0.08444663137197495
15,1.0,0.0007437796448357403,0.9815001487731934,0.09151291847229004
16,1.0,0.0006252253660932183,0.9811637997627258,0.09276140481233597
17,0.9996686577796936,0.0011414448963478208,0.9828456044197083,0.10275089740753174
18,0.9998342990875244,0.0015172746498137712,0.9781365394592285,0.12146074324846268
19,0.9882372617721558,0.03765788674354553,0.9710729718208313,0.10594546049833298
20,0.9946984648704529,0.014836795628070831,0.9784729480743408,0.08197009563446045
21,0.9985089302062988,0.004536979831755161,0.9798183441162109,0.10431672632694244
22,0.9998342990875244,0.0016669054748490453,0.9818365573883057,0.08844219148159027
23,1.0,0.0007991206948645413,0.9818365573883057,0.09240637719631195
24,1.0,0.0004803559568244964,0.9821729063987732,0.09280521422624588
25,1.0,0.000270926917437464,0.9818365573883057,0.09464449435472488
26,1.0,0.00022524397354573011,0.9815001487731934,0.09815005213022232
27,1.0,0.00018694715981837362,0.9815001487731934,0.098139688372612
28,1.0,0.00016217672964558005,0.9825092554092407,0.09848652780056
29,1.0,0.00014437324716709554,0.9815001487731934,0.10033924132585526
30,1.0,0.00013004498032387346,0.9825092554092407,0.10036727786064148
31,1.0,0.00011504082794999704,0.9828456044197083,0.1011221781373024
32,1.0,0.00010558230860624462,0.9821729063987732,0.10316261649131775
33,1.0,9.376098751090467e-05,0.9821729063987732,0.10494256019592285
34,1.0,8.64584362716414e-05,0.9821729063987732,0.10365050286054611
35,1.0,7.985542470123619e-05,0.9821729063987732,0.10616915673017502
36,1.0,7.226733578136191e-05,0.9825092554092407,0.10716944932937622
37,1.0,6.616673636017367e-05,0.9825092554092407,0.10641992837190628
38,1.0,6.198079063324258e-05,0.9821729063987732,0.10827674716711044
39,1.0,5.7632594689494e-05,0.9821729063987732,0.10912729799747467
40,1.0,5.348027843865566e-05,0.9821729063987732,0.11054034531116486
41,1.0,5.0286071200389415e-05,0.9821729063987732,0.11156079173088074
42,1.0,4.579493179335259e-05,0.9828456044197083,0.11124489456415176
43,1.0,4.215169610688463e-05,0.9821729063987732,0.11339844763278961
44,1.0,3.963627386838198e-05,0.9825092554092407,0.11191043257713318
45,1.0,3.906188430846669e-05,0.9825092554092407,0.11347965151071548
46,1.0,3.556112278602086e-05,0.9825092554092407,0.11519505083560944
47,1.0,3.22973974107299e-05,0.9825092554092407,0.11628164350986481
48,1.0,3.0376626455108635e-05,0.9828456044197083,0.11541199684143066
49,1.0,2.9149283363949507e-05,0.9825092554092407,0.11761094629764557
50,1.0,2.708354986680206e-05,0.9828456044197083,0.11691044270992279
51,1.0,2.6108042220585048e-05,0.9825092554092407,0.1193089559674263
52,1.0,2.2868276573717594e-05,0.9825092554092407,0.12277047336101532
53,1.0,2.1643452782882378e-05,0.9825092554092407,0.11970841139554977
54,1.0,2.037432204815559e-05,0.9825092554092407,0.12462376803159714
55,1.0,1.9607690774137154e-05,0.9825092554092407,0.12416195124387741
56,1.0,2.1413405193015933e-05,0.9825092554092407,0.12554563581943512
57,1.0,1.6950607459875755e-05,0.9825092554092407,0.12779730558395386
58,1.0,1.6380294255213812e-05,0.9825092554092407,0.12501677870750427
59,1.0,3.854267197311856e-05,0.9808274507522583,0.12574928998947144
60,0.9946984648704529,0.02457101084291935,0.9673730134963989,0.1366879940032959
61,0.9799535870552063,0.055011503398418427,0.9818365573883057,0.07460232824087143
62,0.9945328235626221,0.014029798097908497,0.9825092554092407,0.08066844195127487
63,0.996189534664154,0.009273704141378403,0.9838547110557556,0.07751904428005219
64,0.9993373155593872,0.0027162397745996714,0.9848637580871582,0.07793847471475601
65,0.9993373155593872,0.002511041471734643,0.9821729063987732,0.09593978524208069
66,0.9998342990875244,0.0010469851549714804,0.9831819534301758,0.07437579333782196
67,0.9998342990875244,0.001616435474716127,0.9835183024406433,0.08732586354017258
68,0.9998342990875244,0.000920450605917722,0.9845274090766907,0.08395494520664215
69,1.0,0.0002233564737252891,0.9845274090766907,0.08649548888206482
70,1.0,0.0001423054636688903,0.9841910600662231,0.08809661120176315
71,1.0,0.00011951522901654243,0.9841910600662231,0.08893999457359314
72,1.0,0.00010286236647516489,0.9845274090766907,0.08987236022949219
73,1.0,9.004495950648561e-05,0.9848637580871582,0.09060782939195633
74,1.0,7.955991168273613e-05,0.9845274090766907,0.09199731796979904
75,1.0,7.088007259881124e-05,0.9845274090766907,0.09284469485282898
76,1.0,6.381023558788002e-05,0.9841910600662231,0.09357286989688873
77,1.0,5.7797282352112234e-05,0.9838547110557556,0.09507753700017929
78,1.0,5.228420559433289e-05,0.9838547110557556,0.09572518616914749
79,1.0,4.771965541294776e-05,0.9838547110557556,0.09685549139976501
80,1.0,4.3837062548846006e-05,0.9838547110557556,0.09702733159065247
81,1.0,4.024214649689384e-05,0.9838547110557556,0.09833783656358719
82,1.0,3.743562047020532e-05,0.9838547110557556,0.09950398653745651
83,1.0,3.456080594332889e-05,0.9838547110557556,0.09988567233085632
84,1.0,3.182075670338236e-05,0.9841910600662231,0.10014485567808151
85,1.0,2.976649375341367e-05,0.9841910600662231,0.10159880667924881
86,1.0,2.7564157790038735e-05,0.9841910600662231,0.10210766643285751
87,1.0,2.5672168703749776e-05,0.9841910600662231,0.10260754823684692
88,1.0,2.389076144027058e-05,0.9841910600662231,0.10328135639429092
89,1.0,2.2139718566904776e-05,0.9838547110557556,0.10396524518728256
90,1.0,2.0613295419025235e-05,0.9841910600662231,0.10497533529996872
91,1.0,1.929259997268673e-05,0.9841910600662231,0.10577332228422165
92,1.0,1.8051865481538698e-05,0.9841910600662231,0.10687865316867828
93,1.0,1.6863310520420782e-05,0.9841910600662231,0.10722371190786362
94,1.0,1.5708485079812817e-05,0.9841910600662231,0.10787178575992584
95,1.0,1.470897132094251e-05,0.9841910600662231,0.10895973443984985
96,1.0,1.3841875443176832e-05,0.9841910600662231,0.10939495265483856
97,1.0,1.293343029828975e-05,0.9841910600662231,0.11011557281017303
98,1.0,1.2164568033767864e-05,0.9841910600662231,0.11063162982463837
99,1.0,1.143093868449796e-05,0.9841910600662231,0.1115204468369484
100,1.0,1.07342675619293e-05,0.9841910600662231,0.11210859566926956
101,1.0,1.0110144103236962e-05,0.9841910600662231,0.1128634512424469
102,1.0,9.516205864201766e-06,0.9841910600662231,0.11348987370729446
103,1.0,8.943385182647035e-06,0.9841910600662231,0.11397437751293182
104,1.0,8.439425073447637e-06,0.9845274090766907,0.11431846022605896
105,1.0,7.947437552502379e-06,0.9841910600662231,0.11569121479988098
106,1.0,7.452788850059733e-06,0.9841910600662231,0.11629654467105865
107,1.0,7.042453944450244e-06,0.9841910600662231,0.11689724028110504
108,1.0,6.6095062720705755e-06,0.9841910600662231,0.1173413097858429
109,1.0,6.22184188614483e-06,0.9841910600662231,0.11788502335548401
110,1.0,5.894637979508843e-06,0.9841910600662231,0.11846127361059189
111,1.0,5.56018721908913e-06,0.9841910600662231,0.11921423673629761
112,1.0,5.284119197312975e-06,0.9845274090766907,0.11985507607460022
113,1.0,4.945131422573468e-06,0.9845274090766907,0.12071336060762405
114,1.0,4.690984496846795e-06,0.9845274090766907,0.12146344035863876
115,1.0,4.425062797963619e-06,0.9845274090766907,0.12201891839504242
116,1.0,4.1656535358924884e-06,0.9845274090766907,0.12264382094144821
117,1.0,3.921219104086049e-06,0.9845274090766907,0.12360023707151413
118,1.0,3.6995188565924764e-06,0.9845274090766907,0.12433496862649918
119,1.0,3.4925062664115103e-06,0.9845274090766907,0.1243055909872055
120,1.0,3.301890728835133e-06,0.9841910600662231,0.12491974979639053
121,1.0,3.1133060929278145e-06,0.9841910600662231,0.1260199397802353
122,1.0,2.9622940473927883e-06,0.9841910600662231,0.12629365921020508
123,1.0,2.7833498279505875e-06,0.9841910600662231,0.1273302137851715
124,1.0,2.648758481882396e-06,0.9845274090766907,0.12726733088493347
125,1.0,2.510213562345598e-06,0.9848637580871582,0.12794415652751923
126,1.0,2.3710933874099283e-06,0.9848637580871582,0.12880459427833557
127,1.0,2.225964863100671e-06,0.9848637580871582,0.12916748225688934
128,1.0,2.116560835929704e-06,0.9848637580871582,0.13006889820098877
129,1.0,1.9930967027903534e-06,0.9848637580871582,0.13097898662090302
130,1.0,1.8902644569607219e-06,0.9848637580871582,0.13131797313690186
131,1.0,1.7847927438197075e-06,0.9848637580871582,0.13202445209026337
132,1.0,1.6846101971168537e-06,0.9848637580871582,0.1331685185432434
133,1.0,1.6400565527874278e-06,0.9852001070976257,0.13304048776626587
134,1.0,1.5051964510348625e-06,0.9848637580871582,0.13430608808994293
135,1.0,1.4313326346382382e-06,0.9852001070976257,0.13456356525421143
136,1.0,1.3459023193718167e-06,0.9852001070976257,0.13524381816387177
137,1.0,1.266868935090315e-06,0.9848637580871582,0.13571718335151672
138,1.0,1.2081547993147979e-06,0.9852001070976257,0.13650484383106232
139,1.0,1.1415625067456858e-06,0.9845274090766907,0.13699471950531006
