epoch,accuracy,loss,val_accuracy,val_loss
0,0.7866048216819763,0.5951224565505981,0.9147058725357056,0.30114588141441345
1,0.909538984298706,0.28516319394111633,0.9370588064193726,0.2144334614276886
2,0.9327341318130493,0.21316280961036682,0.9452941417694092,0.17291001975536346
3,0.9446216225624084,0.17147178947925568,0.9470587968826294,0.1582109034061432
4,0.953319787979126,0.1365058571100235,0.9529411792755127,0.1367327719926834
5,0.961728036403656,0.11723517626523972,0.9611764550209045,0.11989343166351318
6,0.9631777405738831,0.10495484620332718,0.9523529410362244,0.11882182210683823
7,0.970136284828186,0.09146245568990707,0.9688235521316528,0.10678065568208694
8,0.9736155271530151,0.07815343141555786,0.9605882167816162,0.12694180011749268
9,0.9727457165718079,0.07252367585897446,0.9582353234291077,0.13013049960136414
10,0.9747753143310547,0.07293505221605301,0.9629411697387695,0.11176132410764694
11,0.975645124912262,0.06245706230401993,0.9641176462173462,0.11152495443820953
12,0.9785445332527161,0.0560893751680851,0.9670588374137878,0.0972258597612381
13,0.9820237755775452,0.053674496710300446,0.9664705991744995,0.12713629007339478
14,0.9849231839179993,0.04307803139090538,0.9717646837234497,0.10159016400575638
15,0.986082911491394,0.042329028248786926,0.9611764550209045,0.110222727060318
16,0.9869527220726013,0.035093579441308975,0.9711764454841614,0.09201692789793015
17,0.9898521304130554,0.03259582817554474,0.9700000286102295,0.10345854610204697
18,0.9892722368240356,0.03197827562689781,0.9629411697387695,0.1075807511806488
19,0.9901420474052429,0.03228479623794556,0.970588207244873,0.09534350037574768
20,0.9884024262428284,0.027449466288089752,0.9711764454841614,0.10149072110652924
21,0.9904320240020752,0.026508070528507233,0.972352921962738,0.101021908223629
22,0.9924615621566772,0.024094173684716225,0.9694117903709412,0.10246547311544418
23,0.9924615621566772,0.023712536320090294,0.9682353138923645,0.10839244723320007
24,0.9907219409942627,0.02823272906243801,0.9694117903709412,0.11200340837240219
25,0.9918817281723022,0.022007865831255913,0.9682353138923645,0.11965380609035492
26,0.993041455745697,0.018967721611261368,0.9670588374137878,0.14265747368335724
27,0.9927515387535095,0.02133961394429207,0.9735293984413147,0.10342355817556381
28,0.9947810769081116,0.018779315054416656,0.974117636680603,0.10632201284170151
29,0.9942012429237366,0.016768695786595345,0.9729411602020264,0.11782319843769073
30,0.9947810769081116,0.016758762300014496,0.9711764454841614,0.10994928330183029
31,0.9942012429237366,0.01685892790555954,0.974117636680603,0.12474177032709122
32,0.9944911599159241,0.014960572123527527,0.970588207244873,0.11146694421768188
33,0.9924615621566772,0.01751912198960781,0.970588207244873,0.12281101197004318
34,0.9950710535049438,0.015158373862504959,0.9735293984413147,0.11331290751695633
35,0.9956508874893188,0.014267375692725182,0.9711764454841614,0.1205359697341919
36,0.9939112663269043,0.016092713922262192,0.9764705896377563,0.10781149566173553
37,0.9968106746673584,0.010638406500220299,0.9729411602020264,0.13318997621536255
38,0.9976804852485657,0.009307627566158772,0.9729411602020264,0.12333053350448608
39,0.9942012429237366,0.014125854708254337,0.972352921962738,0.12200816720724106
40,0.9956508874893188,0.014201423153281212,0.9752941131591797,0.10935133695602417
41,0.9968106746673584,0.010667082853615284,0.9747058749198914,0.120119608938694
42,0.9968106746673584,0.011335774324834347,0.974117636680603,0.13053923845291138
43,0.9965207576751709,0.010477924719452858,0.977647066116333,0.11388876289129257
44,0.9939112663269043,0.01979108527302742,0.9711764454841614,0.12637712061405182
45,0.9956508874893188,0.013197925873100758,0.972352921962738,0.10924719274044037
46,0.9959408640861511,0.01338217593729496,0.9764705896377563,0.10924451798200607
47,0.9968106746673584,0.009992939420044422,0.972352921962738,0.11409712582826614
48,0.9968106746673584,0.011962208896875381,0.9729411602020264,0.118125319480896
0,0.6919739842414856,0.8434622287750244,0.8866263031959534,0.36523309350013733
1,0.8619847893714905,0.4153941571712494,0.9240506291389465,0.2547851502895355
2,0.9004880785942078,0.3037732243537903,0.9455145597457886,0.1927357316017151
3,0.9194685220718384,0.2468726485967636,0.9581727981567383,0.15387335419654846
4,0.9305856823921204,0.21339845657348633,0.9620253443717957,0.1474170833826065
5,0.9425162672996521,0.18101784586906433,0.9625756740570068,0.12841735780239105
6,0.9511930346488953,0.1536141335964203,0.9592735171318054,0.1173376590013504
7,0.9558026194572449,0.1338515430688858,0.9675288796424866,0.10220982879400253
